País,Conta Bancária,Local,Celular,Tamanho da Família,Idade,Gênero,Relação com Chefe de Família,Estado Civil,Nível Educacional,Tipo de Trabalho
3,Não,1,1,5,20,2,3,2,3,6
3,Não,1,2,6,18,1,3,2,3,4
3,Não,2,1,5,40,2,2,1,5,4
3,Não,2,2,3,21,2,2,1,1,4
3,Sim,1,1,2,54,2,1,4,3,1
3,Não,1,2,4,18,2,5,2,1,4
3,Sim,2,1,4,25,2,2,1,5,1
3,Sim,1,1,2,38,1,1,1,3,6
3,Não,2,1,5,34,2,2,1,1,1
3,Não,1,2,9,50,1,1,1,1,2
3,Não,2,1,8,35,2,3,1,1,2
3,Não,2,1,2,35,2,2,1,3,3
3,Não,2,1,6,38,2,1,2,3,1
3,Sim,1,1,1,28,2,1,2,5,6
3,Não,2,1,8,24,2,2,1,1,3
3,Sim,2,1,1,51,1,1,1,3,3
3,Sim,1,1,3,28,2,1,4,4,1
3,Não,2,1,2,43,2,1,1,1,4
3,Sim,2,1,2,24,2,2,1,5,1
3,Não,2,2,7,20,2,1,1,2,3
3,Não,2,1,1,35,1,1,4,1,2
3,Não,1,1,7,30,2,3,4,1,2
3,Sim,2,1,8,53,1,1,1,3,3
3,Sim,1,1,4,36,2,2,1,4,8
3,Sim,1,1,3,47,2,2,1,5,8
3,Não,2,2,4,25,2,1,1,1,3
3,Não,2,2,1,57,1,1,3,2,2
3,Não,2,1,4,49,2,1,1,1,3
3,Não,2,1,4,29,2,2,1,1,3
3,Não,1,1,3,31,2,1,1,3,4
3,Não,1,1,1,23,1,1,2,5,2
3,Sim,2,1,6,56,1,1,1,3,3
3,Sim,1,1,5,31,2,3,2,6,8
3,Não,1,2,2,35,2,2,1,1,3
3,Não,2,1,3,40,2,1,1,2,1
3,Não,2,2,3,30,2,2,1,1,2
3,Não,2,1,4,24,2,2,1,3,2
3,Sim,2,1,7,34,1,1,1,3,3
3,Não,2,1,4,30,2,3,1,2,2
3,Sim,1,1,4,50,1,1,1,5,2
3,Não,1,2,6,59,1,1,2,1,3
3,Não,2,1,3,41,2,2,1,1,3
3,Não,2,1,8,36,2,2,2,3,2
3,Sim,1,1,4,30,1,1,1,4,8
3,Não,2,2,1,55,2,1,3,2,3
3,Não,1,1,3,30,1,1,1,3,2
3,Não,1,1,6,30,2,1,1,1,3
3,Não,1,1,5,40,2,3,4,1,1
3,Não,1,1,3,29,2,2,1,1,4
3,Sim,1,2,2,18,1,6,2,3,4
3,Sim,1,1,4,42,1,1,1,5,6
3,Não,1,2,1,65,1,1,4,2,2
3,Sim,2,1,7,26,1,4,2,5,4
3,Não,2,1,7,25,2,2,1,2,2
3,Sim,1,1,2,35,1,1,4,1,2
3,Não,2,1,3,73,1,1,1,1,1
3,Sim,1,1,1,34,2,1,2,1,6
3,Não,1,1,5,20,1,5,2,3,4
3,Sim,2,1,1,64,2,1,3,1,2
3,Sim,1,1,2,22,2,1,2,3,6
3,Não,2,1,3,21,1,3,2,1,4
3,Sim,2,1,2,70,2,1,3,1,3
3,Não,2,2,2,50,2,2,1,2,4
3,Não,1,1,1,39,1,1,2,1,2
3,Não,2,2,2,64,1,1,1,2,4
3,Não,2,1,7,33,2,2,1,1,1
3,Não,1,1,3,30,2,1,4,1,2
3,Sim,2,1,5,53,2,2,1,1,3
3,Sim,2,1,4,36,2,2,1,3,1
3,Não,2,1,6,18,1,3,2,3,4
3,Não,2,1,3,60,1,1,1,3,4
3,Não,1,1,4,49,1,1,1,3,3
3,Não,2,1,4,37,1,1,1,1,3
3,Não,1,2,7,17,1,3,2,1,5
3,Não,2,2,3,16,1,3,2,3,4
3,Não,1,2,5,20,2,3,2,2,3
3,Não,2,2,3,23,2,3,2,3,4
3,Não,1,1,1,59,1,1,2,3,6
3,Não,2,1,4,71,1,1,1,1,2
3,Não,2,2,7,29,2,2,1,2,4
3,Não,2,2,3,55,1,1,1,2,2
3,Sim,2,1,4,35,2,1,2,5,6
3,Não,1,1,6,17,1,3,2,3,4
3,Não,2,1,4,22,2,2,1,2,3
3,Não,1,2,2,55,2,1,3,2,3
3,Não,2,2,1,60,2,1,3,2,3
3,Sim,1,1,5,39,2,2,1,3,2
3,Não,2,1,7,45,2,1,3,1,3
3,Não,1,2,3,24,2,1,2,3,2
3,Não,2,1,1,62,2,1,4,1,3
3,Não,2,1,5,57,1,1,1,1,1
3,Não,1,1,2,61,1,1,1,1,3
3,Não,1,1,1,29,1,1,2,3,2
3,Não,2,1,2,40,2,2,1,3,2
3,Não,1,1,1,65,1,1,3,1,2
3,Não,1,1,3,22,2,5,2,5,4
3,Não,2,2,1,58,2,1,3,1,3
3,Sim,2,1,5,28,2,2,1,5,8
3,Não,2,1,6,55,1,1,1,2,3
3,Não,2,2,3,70,2,1,1,1,3
3,Não,2,2,4,52,2,4,3,2,3
3,Não,2,2,4,17,2,3,2,3,4
3,Não,2,1,4,33,1,3,1,1,2
3,Sim,2,1,4,80,2,1,4,1,3
3,Sim,2,1,4,62,1,1,1,1,1
3,Sim,1,1,5,38,1,1,1,3,2
3,Não,1,1,3,30,2,1,2,1,4
3,Não,1,1,5,18,1,3,2,3,5
3,Sim,1,1,4,40,2,1,4,1,5
3,Não,1,1,1,22,1,1,2,1,1
3,Não,2,1,2,45,2,1,3,3,3
3,Não,2,2,5,17,2,3,2,3,5
3,Não,1,1,1,23,1,1,2,3,6
3,Não,2,1,7,17,1,3,2,3,4
3,Não,2,1,4,30,2,1,1,1,1
3,Sim,1,1,4,30,1,1,1,3,8
3,Não,1,1,4,42,1,1,3,3,2
3,Não,1,1,5,48,2,1,1,1,1
3,Não,2,2,5,25,1,3,2,1,2
3,Não,2,1,1,46,2,1,1,2,1
3,Sim,1,1,2,37,2,2,1,3,1
3,Não,2,1,5,75,2,1,3,2,4
3,Sim,2,1,6,45,1,1,1,1,6
3,Sim,1,1,6,50,1,1,1,1,2
3,Não,1,1,4,30,2,1,3,3,1
3,Não,1,1,4,43,2,2,1,3,1
3,Não,2,1,5,38,2,2,1,1,3
3,Não,2,1,3,68,1,1,1,2,3
3,Sim,1,1,3,36,2,1,3,4,6
3,Não,2,1,1,70,2,1,3,2,3
3,Não,2,1,5,50,2,2,1,1,3
3,Não,2,1,4,35,2,2,1,1,1
3,Não,2,1,4,17,1,3,2,1,4
3,Não,2,1,2,68,1,1,1,3,3
3,Não,2,1,4,31,2,1,2,3,6
3,Não,2,2,1,69,2,1,3,1,3
3,Não,1,1,1,65,2,1,4,1,3
3,Não,1,2,3,30,1,3,4,1,2
3,Sim,1,1,4,38,1,1,1,3,1
3,Não,2,2,6,55,2,1,3,1,4
3,Não,2,2,9,36,2,2,1,1,1
3,Sim,1,1,3,48,1,1,4,4,8
3,Não,2,1,3,26,2,2,1,1,4
3,Não,1,1,2,20,2,2,1,1,1
3,Não,2,2,5,25,2,1,1,2,4
3,Não,1,1,1,66,1,1,1,4,1
3,Não,2,1,7,25,1,3,2,1,2
3,Não,1,1,4,70,2,1,2,1,6
3,Não,1,1,2,55,2,1,4,1,2
3,Não,1,1,4,34,1,1,1,1,6
3,Não,1,1,5,30,2,1,1,1,6
3,Não,2,2,3,26,2,1,3,2,1
3,Sim,1,1,2,71,2,1,2,1,4
3,Não,2,1,4,20,2,2,1,1,2
3,Não,2,1,7,20,2,3,1,2,3
3,Não,2,1,7,28,2,2,1,3,1
3,Sim,2,1,4,50,2,2,1,1,3
3,Não,2,1,6,50,2,1,3,3,1
3,Não,1,1,5,38,2,2,1,1,2
3,Não,2,2,5,18,2,3,2,2,4
3,Sim,2,1,5,35,1,1,1,5,2
3,Não,1,1,1,22,2,1,2,3,2
3,Não,2,2,7,51,2,2,1,2,2
3,Não,2,2,5,20,1,3,2,3,3
3,Não,2,1,5,17,1,3,2,3,3
3,Não,2,1,4,22,2,3,2,3,2
3,Sim,1,1,7,42,2,2,1,3,1
3,Não,1,1,4,24,2,2,1,3,4
3,Não,1,1,4,68,1,1,3,1,4
3,Não,2,1,3,38,1,3,2,4,1
3,Não,2,1,6,54,1,1,1,5,3
3,Não,2,1,5,33,2,2,1,1,3
3,Não,2,2,5,80,1,1,1,2,4
3,Não,1,1,4,30,1,1,1,3,2
3,Não,2,1,1,82,1,1,3,1,3
3,Não,2,1,2,49,2,2,1,1,4
3,Não,2,1,3,46,2,3,4,1,2
3,Sim,2,1,5,19,1,3,2,3,3
3,Não,2,1,4,33,2,2,1,1,2
3,Não,2,1,5,41,2,2,1,1,6
3,Sim,2,1,5,40,1,1,1,3,8
3,Não,1,2,7,30,2,2,1,2,2
3,Não,2,2,6,20,2,2,1,2,4
3,Não,1,1,2,25,1,1,1,3,3
3,Não,2,1,4,57,2,2,1,1,3
3,Sim,1,1,5,40,1,1,1,3,2
3,Não,1,1,3,27,2,2,1,3,8
3,Não,1,2,5,44,1,1,1,3,2
3,Não,2,1,3,58,1,1,1,1,3
3,Não,2,2,7,18,2,3,2,1,4
3,Não,2,1,5,20,2,2,1,1,3
3,Não,2,2,8,17,2,3,3,1,5
3,Não,1,1,1,36,2,1,4,1,2
3,Não,1,1,2,23,1,1,1,1,1
3,Não,1,1,2,31,2,3,1,5,2
3,Sim,1,1,1,42,2,1,2,1,1
3,Não,2,2,3,16,1,3,2,1,4
3,Não,1,1,4,45,2,1,1,2,2
3,Não,2,1,4,39,2,1,1,1,3
3,Sim,2,1,4,59,2,2,1,1,3
3,Não,2,2,1,73,2,1,3,2,9
3,Não,2,1,6,38,2,1,3,1,2
3,Sim,2,1,3,56,1,1,1,1,3
3,Sim,2,1,2,36,2,2,2,3,8
3,Não,1,1,4,24,1,1,1,3,2
3,Não,2,1,4,42,2,1,3,3,4
3,Não,1,1,4,34,1,1,1,5,2
3,Não,1,1,3,39,2,1,1,3,3
3,Não,1,2,6,31,2,2,1,1,1
3,Não,2,1,7,37,2,5,1,2,3
3,Não,1,1,3,43,2,1,1,5,1
3,Não,2,1,5,43,1,1,1,5,3
3,Não,1,1,2,25,2,3,4,1,9
3,Não,2,2,2,28,1,3,2,2,1
3,Não,2,1,5,29,1,1,1,1,2
3,Não,2,2,4,66,2,1,3,2,3
3,Não,2,1,4,28,2,2,1,1,4
3,Não,2,2,8,19,1,3,2,4,2
3,Não,2,2,4,62,1,1,1,2,4
3,Sim,1,1,3,31,1,1,1,5,8
3,Não,1,1,5,42,2,2,1,1,4
3,Sim,2,1,3,52,2,2,1,5,1
3,Não,2,1,2,72,2,1,3,1,3
3,Sim,1,1,5,22,1,3,2,4,4
3,Não,1,1,1,31,2,1,4,3,6
3,Sim,1,1,1,55,2,1,1,2,1
3,Sim,2,1,1,80,2,1,3,2,9
3,Não,2,2,7,32,2,2,1,1,2
3,Não,2,2,3,20,2,1,3,1,2
3,Não,2,1,8,35,2,2,1,1,3
3,Sim,2,1,1,79,1,1,3,3,4
3,Sim,1,1,2,23,1,1,1,1,2
3,Não,2,1,4,26,2,2,1,1,2
3,Não,1,1,8,37,2,2,1,3,1
3,Não,1,1,4,34,1,1,4,1,2
3,Não,1,1,1,54,1,1,1,1,2
3,Não,1,1,4,32,1,1,1,3,2
3,Não,2,2,6,16,1,3,2,3,4
3,Não,2,1,2,48,2,2,1,1,4
3,Não,2,2,2,72,2,2,1,2,3
3,Não,1,2,4,25,2,2,1,1,4
3,Sim,2,1,5,43,2,2,1,3,1
3,Sim,1,1,1,30,1,1,2,3,6
3,Não,2,2,3,23,2,2,1,1,2
3,Não,1,1,1,45,1,1,3,1,2
3,Não,2,2,4,16,2,3,2,3,4
3,Sim,1,1,3,50,2,1,2,3,9
3,Não,2,2,5,43,2,1,3,2,3
3,Sim,2,1,4,21,1,3,2,5,4
3,Não,2,1,5,62,2,2,1,2,3
3,Sim,1,1,2,36,1,1,1,5,1
3,Não,2,2,4,26,1,1,1,1,1
3,Sim,1,1,2,22,2,1,2,5,6
3,Não,2,2,2,64,2,2,1,1,4
3,Sim,1,1,4,32,1,1,1,3,2
3,Não,2,2,1,29,1,1,2,3,2
3,Sim,1,1,4,32,1,1,1,4,8
3,Não,2,2,3,83,2,1,3,2,4
3,Não,1,1,2,28,1,1,1,3,2
3,Não,2,2,4,60,2,1,1,2,3
3,Não,2,1,3,70,2,1,3,1,3
3,Não,1,1,3,45,2,1,3,2,6
3,Não,2,1,4,23,2,2,1,1,4
3,Não,1,1,2,61,2,1,1,1,3
3,Sim,1,1,5,64,1,1,1,3,5
3,Sim,2,1,6,41,1,1,1,1,3
3,Sim,1,1,3,43,2,1,2,1,2
3,Sim,2,1,1,70,2,1,3,2,2
3,Não,1,1,4,21,2,5,2,1,3
3,Não,2,1,4,45,2,1,2,1,3
3,Não,2,2,5,28,2,2,1,1,3
3,Não,2,2,5,30,2,2,1,1,3
3,Não,2,1,1,45,1,1,4,1,3
3,Não,1,1,1,58,1,1,1,1,2
3,Não,2,1,3,22,2,3,2,5,3
3,Não,1,1,2,26,1,1,1,3,4
3,Não,2,1,6,20,2,2,1,2,4
3,Sim,1,1,1,60,1,1,1,5,1
3,Não,2,1,1,31,1,1,2,5,6
3,Não,1,1,9,26,2,1,1,5,1
3,Não,2,1,5,28,2,1,1,2,3
3,Não,1,1,4,22,1,1,1,1,2
3,Não,1,1,5,18,2,3,2,3,4
3,Não,1,1,3,52,2,1,4,1,2
3,Não,1,1,1,22,1,1,2,2,2
3,Sim,1,1,5,19,1,3,2,5,1
3,Não,2,1,3,40,2,1,2,1,3
3,Não,1,1,4,70,2,1,3,1,3
3,Não,1,2,4,50,1,1,3,1,3
3,Não,2,2,8,55,1,1,1,2,3
3,Sim,1,1,6,34,2,2,1,3,3
3,Não,1,1,1,36,2,1,4,1,2
3,Sim,2,1,2,19,2,3,2,4,1
3,Não,1,1,1,76,2,1,4,1,4
3,Não,1,1,2,28,2,1,2,1,2
3,Não,2,1,2,69,2,1,1,1,3
3,Não,2,1,3,34,1,1,1,1,3
3,Sim,2,1,5,18,1,3,2,3,3
3,Não,2,1,3,28,1,5,2,1,2
3,Não,2,1,8,50,1,1,1,2,3
3,Não,2,1,5,58,1,1,1,1,2
3,Não,1,1,3,26,1,1,1,3,2
3,Sim,2,1,7,50,1,1,1,3,6
3,Não,2,1,3,52,2,1,3,1,3
3,Não,2,2,6,72,2,1,3,2,4
3,Sim,2,1,5,50,1,1,1,3,2
3,Não,2,1,2,29,2,1,1,3,4
3,Não,2,1,5,18,2,3,2,3,4
3,Não,1,1,3,25,2,2,1,3,2
3,Sim,1,1,4,32,1,1,1,1,6
3,Não,2,1,2,66,1,1,1,1,3
3,Não,1,1,3,37,2,1,1,3,8
3,Sim,1,1,3,30,2,1,1,4,3
3,Não,1,1,3,37,2,1,1,2,1
3,Não,2,1,2,17,1,5,2,3,4
3,Não,2,1,1,33,1,1,1,1,8
3,Não,1,1,1,33,1,1,2,4,2
3,Não,1,1,5,33,1,1,1,3,2
3,Não,2,1,9,47,1,1,1,1,6
3,Não,2,1,3,21,2,1,2,1,2
3,Não,2,1,2,50,2,2,1,3,3
3,Sim,1,1,5,39,1,1,1,1,1
3,Não,2,1,2,22,1,1,1,3,6
3,Não,2,1,3,75,1,1,1,1,3
3,Sim,1,1,3,36,2,2,2,3,1
3,Não,2,1,4,56,2,1,3,2,4
3,Não,2,1,4,55,1,1,4,1,3
3,Não,2,2,5,16,1,5,2,3,4
3,Não,2,1,4,46,2,1,3,2,1
3,Não,1,1,4,32,2,5,2,4,1
3,Não,2,2,3,16,1,3,2,1,4
3,Não,2,1,1,62,2,1,2,1,3
3,Não,1,2,3,30,2,2,1,1,4
3,Não,1,1,2,40,2,2,1,5,4
3,Não,2,1,5,42,1,3,1,1,3
3,Não,2,1,4,33,2,1,1,1,1
3,Não,2,1,7,50,1,1,1,3,1
3,Não,2,1,1,79,1,1,3,2,4
3,Não,2,1,4,62,2,5,2,1,3
3,Não,1,1,1,27,1,1,2,4,6
3,Não,1,1,1,28,2,1,2,2,6
3,Não,1,1,4,35,1,1,1,1,2
3,Não,2,1,9,46,2,2,1,1,2
3,Não,2,1,4,29,1,2,1,2,3
3,Não,2,2,5,32,2,1,1,1,2
3,Não,2,2,3,16,2,3,2,1,4
3,Não,1,1,2,25,2,1,2,3,2
3,Não,1,1,1,37,1,1,2,1,1
3,Sim,2,1,8,55,2,1,3,1,4
3,Não,2,1,7,37,2,2,1,1,2
3,Não,1,1,1,23,1,1,2,4,4
3,Não,1,1,7,24,2,3,2,3,1
3,Não,2,1,8,18,2,3,2,3,3
3,Não,1,1,1,77,1,1,5,1,4
3,Não,2,1,4,28,1,1,1,1,2
3,Não,2,2,7,37,2,2,1,1,2
3,Não,1,1,4,20,2,3,2,3,6
3,Não,2,1,8,53,1,1,1,3,3
3,Não,1,1,3,29,1,1,1,3,6
3,Sim,1,1,5,49,2,1,3,1,3
3,Não,2,1,1,39,1,1,1,1,2
3,Sim,1,1,4,34,1,1,1,3,6
3,Sim,2,1,4,30,2,1,3,1,1
3,Sim,1,1,1,24,1,1,2,5,2
3,Sim,1,1,3,30,1,5,2,5,2
3,Sim,1,1,8,48,1,1,1,3,2
3,Não,2,1,6,30,2,2,1,1,2
3,Sim,2,1,5,55,2,2,1,2,3
3,Não,1,2,5,30,2,2,1,1,2
3,Não,2,2,7,17,2,3,2,3,4
3,Não,2,1,4,34,1,1,1,1,2
3,Não,1,1,6,32,2,2,1,1,1
3,Não,2,1,1,48,2,1,1,1,3
3,Sim,2,1,4,56,2,2,1,1,4
3,Sim,1,1,2,17,1,5,2,3,5
3,Não,1,1,6,28,2,1,4,1,2
3,Não,2,1,6,34,2,1,1,1,1
3,Não,2,2,6,50,2,2,1,2,4
3,Sim,1,1,3,35,1,1,1,3,1
3,Não,1,1,1,26,1,1,2,5,5
3,Não,2,1,6,35,2,2,1,1,2
3,Não,2,2,7,16,1,3,2,1,4
3,Não,1,2,3,24,2,3,2,3,4
3,Não,1,1,3,20,2,2,1,3,2
3,Não,2,1,6,58,1,1,1,1,2
3,Não,2,1,6,31,1,3,1,3,3
3,Não,2,1,2,34,2,2,1,3,3
3,Não,1,2,4,56,1,1,1,3,1
3,Não,1,2,5,65,2,1,3,2,1
3,Não,1,1,3,26,1,1,1,3,2
3,Não,2,1,4,34,2,1,1,3,2
3,Sim,2,1,1,35,2,1,1,5,8
3,Não,1,1,3,30,2,3,2,1,1
3,Não,2,2,2,32,2,1,3,1,1
3,Sim,1,1,1,24,2,1,2,3,6
3,Não,1,1,3,30,2,3,2,5,1
3,Sim,2,1,2,40,2,1,1,3,8
3,Não,2,1,6,34,1,2,1,1,2
3,Não,2,1,7,40,1,1,1,3,3
3,Sim,2,1,4,28,2,2,1,3,8
3,Não,2,1,3,25,2,1,1,1,1
3,Não,2,2,2,75,2,1,3,2,3
3,Não,1,1,4,39,1,1,1,3,6
3,Não,1,1,1,55,1,1,2,2,6
3,Sim,1,1,1,28,1,1,1,5,8
3,Não,2,1,8,40,1,1,1,3,2
3,Sim,1,1,1,25,2,1,2,5,4
3,Sim,1,1,3,28,2,2,1,3,1
3,Não,1,1,4,35,2,1,3,1,1
3,Sim,1,1,1,25,2,1,2,4,2
3,Não,2,1,6,48,1,1,1,1,2
3,Não,2,2,8,17,1,3,2,1,3
3,Não,2,2,4,18,2,3,2,3,4
3,Não,2,1,4,22,2,2,1,1,3
3,Não,2,1,1,42,1,1,4,1,1
3,Sim,1,1,1,37,1,1,1,4,8
3,Não,2,1,1,34,1,1,2,4,3
3,Sim,1,1,1,59,2,1,3,1,4
3,Não,1,1,2,30,1,1,1,1,1
3,Sim,2,1,4,46,2,1,3,5,3
3,Não,2,1,1,21,1,1,2,1,2
3,Sim,2,1,1,65,1,1,3,1,3
3,Sim,1,1,4,34,2,2,1,1,1
3,Não,2,1,9,61,2,2,1,1,3
3,Não,2,2,6,17,1,3,2,1,4
3,Não,2,2,1,30,1,1,2,1,2
3,Não,1,1,2,22,1,5,2,1,1
3,Sim,1,1,1,18,1,1,2,4,4
3,Não,1,1,7,54,1,1,1,2,2
3,Não,2,1,5,75,1,1,1,3,2
3,Não,2,2,9,18,1,3,2,3,2
3,Sim,2,1,4,50,1,1,1,1,3
3,Não,1,1,3,21,2,1,1,1,4
3,Não,2,1,5,46,1,1,1,1,1
3,Não,1,1,3,32,1,3,2,3,6
3,Sim,1,1,1,28,1,1,2,3,6
3,Não,1,1,3,43,1,1,1,1,1
3,Sim,1,1,2,19,1,3,2,3,4
3,Não,2,1,4,20,1,1,1,2,3
3,Não,2,1,6,43,1,1,1,3,2
3,Não,2,1,2,57,1,1,1,3,3
3,Não,2,1,4,61,2,1,3,2,3
3,Não,2,1,7,26,2,1,4,2,3
3,Não,2,1,2,65,2,2,1,2,4
3,Não,1,2,7,18,1,3,2,1,2
3,Não,1,1,2,39,1,1,1,3,2
3,Não,2,1,6,37,1,1,3,1,3
3,Não,1,1,6,54,2,2,1,1,1
3,Não,1,1,2,19,1,1,2,5,4
3,Não,2,2,2,17,1,3,2,3,4
3,Não,2,1,3,78,1,1,1,2,3
3,Não,2,1,4,46,1,1,1,3,6
3,Não,2,1,1,78,2,1,3,1,3
3,Não,2,1,6,72,2,1,3,1,3
3,Sim,1,1,5,26,2,1,1,1,1
3,Sim,1,1,4,65,1,1,1,2,5
3,Não,2,1,2,40,2,2,1,3,3
3,Não,1,1,6,21,2,3,2,5,2
3,Sim,1,1,2,38,2,3,2,5,8
3,Não,1,2,1,73,1,1,3,1,3
3,Não,1,1,3,22,2,2,1,3,2
3,Não,1,1,1,29,1,1,2,3,2
3,Sim,1,1,1,38,2,1,4,1,1
3,Não,2,1,8,19,1,3,2,3,4
3,Não,2,2,8,16,2,3,2,1,4
3,Não,2,1,4,70,2,1,3,1,4
3,Não,2,2,8,35,1,1,1,2,3
3,Não,1,2,5,17,2,3,2,3,4
3,Não,2,2,7,49,1,1,1,1,2
3,Sim,1,1,5,38,2,2,1,4,2
3,Não,2,2,2,17,2,5,2,1,4
3,Não,1,1,5,59,1,1,1,1,3
3,Não,2,1,5,40,2,2,1,1,3
3,Não,2,2,5,17,1,3,2,1,4
3,Não,1,2,2,17,2,5,2,1,5
3,Não,2,1,4,53,1,1,1,2,3
3,Sim,1,1,4,61,1,1,1,5,5
3,Não,2,2,2,56,2,1,3,2,3
3,Sim,2,1,2,64,1,1,1,2,3
3,Não,2,1,3,33,2,1,4,1,2
3,Não,2,1,7,32,1,1,1,1,3
3,Sim,2,1,2,30,1,5,2,4,1
3,Não,2,1,2,26,2,5,2,3,1
3,Não,2,1,7,43,2,1,1,1,2
3,Não,1,2,1,32,1,1,2,1,2
3,Não,2,1,5,58,2,2,1,1,3
3,Não,1,1,3,40,2,1,4,1,2
3,Não,1,1,3,25,2,2,1,3,4
3,Não,2,1,1,32,2,1,2,1,2
3,Sim,2,1,3,65,1,1,1,5,3
3,Não,2,1,5,29,2,2,1,1,3
3,Não,2,2,4,16,2,3,2,3,4
3,Não,1,1,1,19,1,1,2,3,5
3,Sim,2,1,4,58,2,1,3,1,3
3,Não,2,1,8,27,2,1,1,2,3
3,Sim,1,1,4,33,2,2,1,3,1
3,Não,2,2,1,50,2,1,2,2,2
3,Sim,2,2,4,75,1,1,1,2,9
3,Não,2,1,3,38,2,2,1,1,2
3,Não,1,1,6,33,1,1,1,1,1
3,Não,1,1,8,38,1,1,1,3,2
3,Não,1,1,3,32,2,1,1,3,1
3,Não,2,1,2,61,2,2,1,2,1
3,Sim,2,1,4,45,1,1,1,1,3
3,Não,2,2,6,16,2,3,2,1,4
3,Não,2,1,5,20,1,3,2,1,3
3,Não,1,1,7,40,1,1,1,1,2
3,Não,1,1,3,30,2,2,1,5,6
3,Não,2,1,4,25,2,3,2,4,5
3,Sim,1,1,7,40,2,2,1,1,2
3,Não,2,1,6,28,2,2,1,1,3
3,Sim,2,1,1,32,1,1,1,1,6
3,Não,2,1,6,42,1,1,2,3,2
3,Não,2,2,1,70,2,1,3,2,9
3,Não,2,1,1,66,1,1,4,1,2
3,Não,1,1,5,50,2,1,2,4,1
3,Não,2,1,1,30,2,1,2,5,8
3,Não,2,1,2,37,1,1,1,1,3
3,Sim,2,1,2,31,1,1,2,1,6
3,Não,2,2,2,69,2,1,3,2,1
3,Sim,2,2,3,71,1,1,1,1,4
3,Sim,1,1,2,41,2,1,4,4,8
3,Não,2,1,7,21,2,2,1,1,2
3,Não,2,1,5,22,2,3,2,3,2
3,Sim,1,1,3,71,1,1,1,6,5
3,Não,1,1,2,42,1,1,1,1,1
3,Não,1,1,1,53,2,1,4,1,1
3,Não,2,1,1,75,1,1,1,5,6
3,Não,2,1,1,80,2,1,3,1,4
3,Não,1,2,6,20,2,3,1,1,4
3,Sim,2,1,5,39,1,1,1,5,1
3,Não,2,1,6,52,2,2,1,1,2
3,Não,2,2,3,22,2,2,1,1,2
3,Não,2,1,6,26,1,4,1,1,2
3,Sim,1,1,3,47,1,1,1,3,5
3,Não,2,1,2,65,2,2,1,1,3
3,Sim,1,1,6,60,2,5,1,3,4
3,Sim,1,1,3,28,2,1,2,5,8
3,Não,1,1,5,32,2,2,1,1,4
3,Não,1,1,5,55,1,1,1,1,2
3,Não,2,2,9,17,1,3,2,1,4
3,Não,2,1,1,76,2,1,3,2,9
3,Não,1,1,2,40,2,2,1,1,3
3,Não,2,2,1,56,1,1,3,2,3
3,Não,2,1,6,36,1,1,1,1,2
3,Não,2,1,3,48,2,1,3,2,3
3,Sim,1,1,1,40,1,1,1,4,1
3,Sim,1,1,4,35,1,3,1,5,8
3,Não,2,1,5,50,2,1,1,2,3
3,Sim,1,1,1,30,2,1,4,3,2
3,Não,2,1,6,22,1,6,2,3,2
3,Não,2,1,5,35,2,2,1,1,3
3,Não,2,2,1,31,1,1,4,1,1
3,Não,2,2,7,28,2,5,2,1,2
3,Não,2,1,6,46,1,1,1,1,3
3,Não,2,1,5,32,2,2,1,1,3
3,Não,2,2,5,70,1,1,1,1,2
3,Sim,2,1,2,34,2,1,4,5,8
3,Não,1,1,3,30,2,2,1,1,4
3,Não,2,1,4,30,2,2,1,1,2
3,Não,2,1,5,35,2,3,2,3,2
3,Sim,1,1,5,31,1,1,1,3,1
3,Sim,2,1,2,79,1,1,3,1,3
3,Sim,2,1,3,24,2,3,2,4,2
3,Não,2,1,3,80,1,1,1,1,3
3,Sim,1,1,1,33,2,1,1,3,8
3,Não,2,2,1,67,2,1,3,1,3
3,Não,2,2,6,37,2,1,1,2,3
3,Não,2,1,6,44,2,2,1,1,3
3,Não,2,1,8,44,1,1,1,1,2
3,Não,1,1,6,22,2,5,1,2,4
3,Não,2,2,5,17,2,3,2,3,4
3,Não,2,2,3,25,2,1,4,2,5
3,Sim,2,1,6,19,1,3,2,4,4
3,Não,2,1,5,35,2,2,1,1,4
3,Não,1,1,7,35,2,2,1,1,3
3,Não,2,2,2,50,1,1,1,1,2
3,Não,2,1,3,55,2,1,1,3,4
3,Não,2,1,4,24,1,3,2,3,4
3,Sim,1,1,1,67,1,1,1,3,6
3,Sim,2,1,4,28,2,2,1,5,8
3,Sim,2,1,1,66,2,1,3,4,3
3,Sim,2,1,1,57,1,1,1,4,3
3,Não,2,1,4,48,2,2,1,3,3
3,Não,2,1,3,60,2,1,3,1,4
3,Não,2,1,6,22,2,2,1,1,3
3,Não,2,1,5,48,2,1,3,1,3
3,Não,1,1,5,35,1,1,1,1,2
3,Sim,1,1,3,40,2,1,1,3,1
3,Não,2,1,7,28,2,2,1,2,3
3,Não,1,1,5,35,1,1,1,5,2
3,Não,2,1,1,44,2,1,1,1,3
3,Não,2,2,4,38,1,1,1,3,1
3,Não,1,2,3,60,1,1,1,3,3
3,Não,1,1,3,44,2,4,2,5,1
3,Não,2,2,2,66,2,1,3,2,3
3,Não,2,2,6,23,2,2,1,2,4
3,Não,2,2,2,61,2,1,3,2,4
3,Não,2,2,1,56,2,1,1,1,3
